,rating,user_id,book_id,work_id,genres,romance,history,biography,fantasy,fiction,mistery,classic
771,4,ab2923b738ea3082f5f3efcbbfacb218,136251,,[],0,0,0,0,0,0,0
772,4,ab2923b738ea3082f5f3efcbbfacb218,87060,,[],0,0,0,0,0,0,0
773,3,ab2923b738ea3082f5f3efcbbfacb218,87989,,[],0,0,0,0,0,0,0
774,4,ab2923b738ea3082f5f3efcbbfacb218,14050,,[],0,0,0,0,0,0,0
775,4,ab2923b738ea3082f5f3efcbbfacb218,113348,1041558,"['Historical Fiction', 'Fiction', 'Book Club', 'Historical', 'Religion', 'Feminism', 'Adult']",0,0,0,0,1,0,0
776,0,d986f354a045ffb91234e4af4d1b12fd,400598,,[],0,0,0,0,0,0,0
777,0,d986f354a045ffb91234e4af4d1b12fd,30183198,,[],0,0,0,0,0,0,0
778,0,d986f354a045ffb91234e4af4d1b12fd,23278537,,[],0,0,0,0,0,0,0
779,0,d986f354a045ffb91234e4af4d1b12fd,22299380,,[],0,0,0,0,0,0,0
780,0,d986f354a045ffb91234e4af4d1b12fd,28007903,,[],0,0,0,0,0,0,0
781,0,d986f354a045ffb91234e4af4d1b12fd,26114127,,[],0,0,0,0,0,0,0
782,0,d986f354a045ffb91234e4af4d1b12fd,17345258,,[],0,0,0,0,0,0,0
783,0,d986f354a045ffb91234e4af4d1b12fd,27071490,,[],0,0,0,0,0,0,0
784,4,d986f354a045ffb91234e4af4d1b12fd,25241463,44960968,"['Fiction', 'Contemporary', 'Animals', 'Horses', 'Coming Of Age', 'Literary Fiction', 'Audiobook']",0,0,0,0,1,0,0
785,0,d986f354a045ffb91234e4af4d1b12fd,13642999,,[],0,0,0,0,0,0,0
786,4,d986f354a045ffb91234e4af4d1b12fd,736376,,[],0,0,0,0,0,0,0
787,0,d986f354a045ffb91234e4af4d1b12fd,30555488,,[],0,0,0,0,0,0,0
788,0,d986f354a045ffb91234e4af4d1b12fd,28815371,,[],0,0,0,0,0,0,0
789,0,d986f354a045ffb91234e4af4d1b12fd,28116811,,[],0,0,0,0,0,0,0
790,0,d986f354a045ffb91234e4af4d1b12fd,23492673,,[],0,0,0,0,0,0,0
791,0,d986f354a045ffb91234e4af4d1b12fd,16143347,,[],0,0,0,0,0,0,0
792,0,d986f354a045ffb91234e4af4d1b12fd,427932,,[],0,0,0,0,0,0,0
793,0,d986f354a045ffb91234e4af4d1b12fd,347954,,[],0,0,0,0,0,0,0
794,0,d986f354a045ffb91234e4af4d1b12fd,28448277,,[],0,0,0,0,0,0,0
795,0,d986f354a045ffb91234e4af4d1b12fd,23604559,,[],0,0,0,0,0,0,0
796,0,d986f354a045ffb91234e4af4d1b12fd,629,,[],0,0,0,0,0,0,0
797,0,d986f354a045ffb91234e4af4d1b12fd,18594409,,[],0,0,0,0,0,0,0
798,0,d986f354a045ffb91234e4af4d1b12fd,27068575,,[],0,0,0,0,0,0,0
799,0,d986f354a045ffb91234e4af4d1b12fd,25664459,,[],0,0,0,0,0,0,0
800,0,d986f354a045ffb91234e4af4d1b12fd,25817162,,[],0,0,0,0,0,0,0
801,0,d986f354a045ffb91234e4af4d1b12fd,179264,,[],0,0,0,0,0,0,0
802,0,d986f354a045ffb91234e4af4d1b12fd,1052644,,[],0,0,0,0,0,0,0
803,0,d986f354a045ffb91234e4af4d1b12fd,13586707,,[],0,0,0,0,0,0,0
804,0,d986f354a045ffb91234e4af4d1b12fd,24612118,,[],0,0,0,0,0,0,0
805,5,d986f354a045ffb91234e4af4d1b12fd,13642929,,[],0,0,0,0,0,0,0
806,0,d986f354a045ffb91234e4af4d1b12fd,18467802,,[],0,0,0,0,0,0,0
807,0,d986f354a045ffb91234e4af4d1b12fd,13641208,,[],0,0,0,0,0,0,0
808,0,d986f354a045ffb91234e4af4d1b12fd,1812457,,[],0,0,0,0,0,0,0
809,0,d986f354a045ffb91234e4af4d1b12fd,13152287,,[],0,0,0,0,0,0,0
810,0,d986f354a045ffb91234e4af4d1b12fd,13129612,,[],0,0,0,0,0,0,0
811,0,d986f354a045ffb91234e4af4d1b12fd,20910157,,[],0,0,0,0,0,0,0
812,0,d986f354a045ffb91234e4af4d1b12fd,16085517,,[],0,0,0,0,0,0,0
813,0,d986f354a045ffb91234e4af4d1b12fd,18248422,,[],0,0,0,0,0,0,0
814,0,d986f354a045ffb91234e4af4d1b12fd,15796700,,[],0,0,0,0,0,0,0
815,0,d986f354a045ffb91234e4af4d1b12fd,18693763,,[],0,0,0,0,0,0,0
816,0,d986f354a045ffb91234e4af4d1b12fd,18143977,,[],0,0,0,0,0,0,0
817,0,d986f354a045ffb91234e4af4d1b12fd,18528190,26233826,"['Nonfiction', 'Feminism', 'Essays', 'Politics', 'Womens', 'Gender', 'Memoir']",0,0,0,0,0,0,0
818,0,d986f354a045ffb91234e4af4d1b12fd,15783514,,[],0,0,0,0,0,0,0
819,0,d986f354a045ffb91234e4af4d1b12fd,18316089,,[],0,0,0,0,0,0,0
820,0,d986f354a045ffb91234e4af4d1b12fd,4806,,[],0,0,0,0,0,0,0
821,0,d986f354a045ffb91234e4af4d1b12fd,16041879,,[],0,0,0,0,0,0,0
822,0,d986f354a045ffb91234e4af4d1b12fd,18813642,,[],0,0,0,0,0,0,0
823,0,d986f354a045ffb91234e4af4d1b12fd,14280,,[],0,0,0,0,0,0,0
824,4,d986f354a045ffb91234e4af4d1b12fd,18339763,,[],0,0,0,0,0,0,0
825,4,d986f354a045ffb91234e4af4d1b12fd,18222740,,[],0,0,0,0,0,0,0
826,0,d986f354a045ffb91234e4af4d1b12fd,9418327,,[],0,0,0,0,0,0,0
827,0,d986f354a045ffb91234e4af4d1b12fd,6457081,,[],0,0,0,0,0,0,0
828,0,d986f354a045ffb91234e4af4d1b12fd,6314763,,[],0,0,0,0,0,0,0
829,3,d986f354a045ffb91234e4af4d1b12fd,17333223,,[],0,0,0,0,0,0,0
830,1,d986f354a045ffb91234e4af4d1b12fd,49436,,[],0,0,0,0,0,0,0
831,0,d986f354a045ffb91234e4af4d1b12fd,1858013,,[],0,0,0,0,0,0,0
832,0,d986f354a045ffb91234e4af4d1b12fd,2767052,,[],0,0,0,0,0,0,0
833,0,d986f354a045ffb91234e4af4d1b12fd,6452805,,[],0,0,0,0,0,0,0
834,0,d986f354a045ffb91234e4af4d1b12fd,18079776,,[],0,0,0,0,0,0,0
835,0,d986f354a045ffb91234e4af4d1b12fd,8520610,,[],0,0,0,0,0,0,0
836,0,d986f354a045ffb91234e4af4d1b12fd,2713810,,[],0,0,0,0,0,0,0
837,0,d986f354a045ffb91234e4af4d1b12fd,8537327,,[],0,0,0,0,0,0,0
838,1,d986f354a045ffb91234e4af4d1b12fd,52529,,[],0,0,0,0,0,0,0
839,4,d986f354a045ffb91234e4af4d1b12fd,137791,,[],0,0,0,0,0,0,0
840,4,d986f354a045ffb91234e4af4d1b12fd,1103,,[],0,0,0,0,0,0,0
841,0,d986f354a045ffb91234e4af4d1b12fd,60931,,[],0,0,0,0,0,0,0
842,4,d986f354a045ffb91234e4af4d1b12fd,8392798,,[],0,0,0,0,0,0,0
843,4,d986f354a045ffb91234e4af4d1b12fd,91289,,[],0,0,0,0,0,0,0
844,4,d986f354a045ffb91234e4af4d1b12fd,89763,,[],0,0,0,0,0,0,0
845,0,d986f354a045ffb91234e4af4d1b12fd,33917,,[],0,0,0,0,0,0,0
846,0,d986f354a045ffb91234e4af4d1b12fd,355855,,[],0,0,0,0,0,0,0
847,4,d986f354a045ffb91234e4af4d1b12fd,11869272,,[],0,0,0,0,0,0,0
848,0,d986f354a045ffb91234e4af4d1b12fd,9252036,,[],0,0,0,0,0,0,0
849,4,d986f354a045ffb91234e4af4d1b12fd,12924291,,[],0,0,0,0,0,0,0
850,3,d986f354a045ffb91234e4af4d1b12fd,6193821,,[],0,0,0,0,0,0,0
851,4,d986f354a045ffb91234e4af4d1b12fd,13453029,,[],0,0,0,0,0,0,0
852,4,d986f354a045ffb91234e4af4d1b12fd,15790842,,[],0,0,0,0,0,0,0
853,5,d986f354a045ffb91234e4af4d1b12fd,14568987,,[],0,0,0,0,0,0,0
854,0,d986f354a045ffb91234e4af4d1b12fd,13158800,,[],0,0,0,0,0,0,0
855,2,d986f354a045ffb91234e4af4d1b12fd,170578,,[],0,0,0,0,0,0,0
856,0,d986f354a045ffb91234e4af4d1b12fd,33512,,[],0,0,0,0,0,0,0
857,0,d986f354a045ffb91234e4af4d1b12fd,5310515,6608018,"['Young Adult', 'Middle Grade', 'Fiction', 'Science Fiction', 'Mystery', 'Time Travel', 'Fantasy']",0,0,0,1,1,1,0
858,0,d986f354a045ffb91234e4af4d1b12fd,11737313,,[],0,0,0,0,0,0,0
859,3,d986f354a045ffb91234e4af4d1b12fd,5941033,,[],0,0,0,0,0,0,0
860,4,d986f354a045ffb91234e4af4d1b12fd,16248131,,[],0,0,0,0,0,0,0
861,4,d986f354a045ffb91234e4af4d1b12fd,16071764,21865596,"['Nonfiction', 'Business', 'Feminism', 'Self Help', 'Leadership', 'Book Club', 'Audiobook']",0,0,0,0,0,0,0
862,3,d986f354a045ffb91234e4af4d1b12fd,8683812,13556031,"['Historical Fiction', 'Fiction', 'Book Club', 'Historical', 'Romance', 'France', 'Audiobook']",1,0,0,0,1,0,0
863,3,d986f354a045ffb91234e4af4d1b12fd,4965,,[],0,0,0,0,0,0,0
864,2,d986f354a045ffb91234e4af4d1b12fd,8706185,,[],0,0,0,0,0,0,0
865,0,d986f354a045ffb91234e4af4d1b12fd,6578507,,[],0,0,0,0,0,0,0
866,4,d986f354a045ffb91234e4af4d1b12fd,8442457,,[],0,0,0,0,0,0,0
867,0,d986f354a045ffb91234e4af4d1b12fd,11870085,,[],0,0,0,0,0,0,0
868,4,d986f354a045ffb91234e4af4d1b12fd,8736390,,[],0,0,0,0,0,0,0
869,3,d986f354a045ffb91234e4af4d1b12fd,6792458,,[],0,0,0,0,0,0,0
870,0,d986f354a045ffb91234e4af4d1b12fd,11566956,,[],0,0,0,0,0,0,0
871,4,d986f354a045ffb91234e4af4d1b12fd,3181953,,[],0,0,0,0,0,0,0
872,3,d986f354a045ffb91234e4af4d1b12fd,7905092,,[],0,0,0,0,0,0,0
873,3,d986f354a045ffb91234e4af4d1b12fd,8366402,,[],0,0,0,0,0,0,0
874,3,d986f354a045ffb91234e4af4d1b12fd,13426054,,[],0,0,0,0,0,0,0
875,4,d986f354a045ffb91234e4af4d1b12fd,11488123,,[],0,0,0,0,0,0,0
876,5,d986f354a045ffb91234e4af4d1b12fd,7937843,,[],0,0,0,0,0,0,0
877,3,d986f354a045ffb91234e4af4d1b12fd,81227,,[],0,0,0,0,0,0,0
878,0,d986f354a045ffb91234e4af4d1b12fd,1842,,[],0,0,0,0,0,0,0
879,2,d986f354a045ffb91234e4af4d1b12fd,580616,,[],0,0,0,0,0,0,0
880,3,d986f354a045ffb91234e4af4d1b12fd,6316356,,[],0,0,0,0,0,0,0
881,4,d986f354a045ffb91234e4af4d1b12fd,6493208,,[],0,0,0,0,0,0,0
882,5,d986f354a045ffb91234e4af4d1b12fd,14249,,[],0,0,0,0,0,0,0
883,5,d986f354a045ffb91234e4af4d1b12fd,10032672,,[],0,0,0,0,0,0,0
884,0,7504b2aee1ecb5b2872d3da381c6c91e,34331079,,[],0,0,0,0,0,0,0
885,3,7504b2aee1ecb5b2872d3da381c6c91e,25554084,,[],0,0,0,0,0,0,0
886,1,7504b2aee1ecb5b2872d3da381c6c91e,18467802,,[],0,0,0,0,0,0,0
887,0,7504b2aee1ecb5b2872d3da381c6c91e,30226723,,[],0,0,0,0,0,0,0
888,4,7504b2aee1ecb5b2872d3da381c6c91e,33151808,,[],0,0,0,0,0,0,0
889,3,7504b2aee1ecb5b2872d3da381c6c91e,28937572,,[],0,0,0,0,0,0,0
890,4,7504b2aee1ecb5b2872d3da381c6c91e,25614492,,[],0,0,0,0,0,0,0
891,3,7504b2aee1ecb5b2872d3da381c6c91e,38447,,[],0,0,0,0,0,0,0
892,4,7504b2aee1ecb5b2872d3da381c6c91e,18663539,,[],0,0,0,0,0,0,0
893,3,7504b2aee1ecb5b2872d3da381c6c91e,23437156,,[],0,0,0,0,0,0,0
894,3,7504b2aee1ecb5b2872d3da381c6c91e,24529123,,[],0,0,0,0,0,0,0
895,0,7504b2aee1ecb5b2872d3da381c6c91e,14497,,[],0,0,0,0,0,0,0
896,3,7504b2aee1ecb5b2872d3da381c6c91e,13526165,,[],0,0,0,0,0,0,0
897,3,7504b2aee1ecb5b2872d3da381c6c91e,26114135,,[],0,0,0,0,0,0,0
898,3,7504b2aee1ecb5b2872d3da381c6c91e,27276262,,[],0,0,0,0,0,0,0
899,4,7504b2aee1ecb5b2872d3da381c6c91e,18774964,,[],0,0,0,0,0,0,0
900,3,7504b2aee1ecb5b2872d3da381c6c91e,29639736,,[],0,0,0,0,0,0,0
901,3,7504b2aee1ecb5b2872d3da381c6c91e,177515,,[],0,0,0,0,0,0,0
902,4,7504b2aee1ecb5b2872d3da381c6c91e,28187230,,[],0,0,0,0,0,0,0
903,4,7504b2aee1ecb5b2872d3da381c6c91e,28214365,,[],0,0,0,0,0,0,0
904,4,7504b2aee1ecb5b2872d3da381c6c91e,23209927,,[],0,0,0,0,0,0,0
905,4,7504b2aee1ecb5b2872d3da381c6c91e,11367726,,[],0,0,0,0,0,0,0
906,4,7504b2aee1ecb5b2872d3da381c6c91e,26247008,,[],0,0,0,0,0,0,0
907,4,7504b2aee1ecb5b2872d3da381c6c91e,29806089,,[],0,0,0,0,0,0,0
908,2,7504b2aee1ecb5b2872d3da381c6c91e,5166,,[],0,0,0,0,0,0,0
909,3,7504b2aee1ecb5b2872d3da381c6c91e,28270090,,[],0,0,0,0,0,0,0
910,4,7504b2aee1ecb5b2872d3da381c6c91e,18693763,,[],0,0,0,0,0,0,0
911,2,7504b2aee1ecb5b2872d3da381c6c91e,13602426,,[],0,0,0,0,0,0,0
912,3,7504b2aee1ecb5b2872d3da381c6c91e,25781157,,[],0,0,0,0,0,0,0
913,0,7504b2aee1ecb5b2872d3da381c6c91e,25837341,,[],0,0,0,0,0,0,0
914,3,7504b2aee1ecb5b2872d3da381c6c91e,29003309,,[],0,0,0,0,0,0,0
915,2,7504b2aee1ecb5b2872d3da381c6c91e,29069989,,[],0,0,0,0,0,0,0
916,4,7504b2aee1ecb5b2872d3da381c6c91e,7937843,,[],0,0,0,0,0,0,0
917,4,7504b2aee1ecb5b2872d3da381c6c91e,20663088,,[],0,0,0,0,0,0,0
918,3,7504b2aee1ecb5b2872d3da381c6c91e,25644601,,[],0,0,0,0,0,0,0
919,4,7504b2aee1ecb5b2872d3da381c6c91e,13536860,,[],0,0,0,0,0,0,0
920,3,7504b2aee1ecb5b2872d3da381c6c91e,11857408,,[],0,0,0,0,0,0,0
921,3,7504b2aee1ecb5b2872d3da381c6c91e,10818853,,[],0,0,0,0,0,0,0
922,3,7504b2aee1ecb5b2872d3da381c6c91e,20758175,,[],0,0,0,0,0,0,0
923,3,7504b2aee1ecb5b2872d3da381c6c91e,17470674,,[],0,0,0,0,0,0,0
924,3,7504b2aee1ecb5b2872d3da381c6c91e,8882815,,[],0,0,0,0,0,0,0
925,0,7504b2aee1ecb5b2872d3da381c6c91e,8458018,,[],0,0,0,0,0,0,0
926,4,7504b2aee1ecb5b2872d3da381c6c91e,6693332,,[],0,0,0,0,0,0,0
927,4,7504b2aee1ecb5b2872d3da381c6c91e,4588949,,[],0,0,0,0,0,0,0
928,4,7504b2aee1ecb5b2872d3da381c6c91e,2402971,,[],0,0,0,0,0,0,0
929,3,7504b2aee1ecb5b2872d3da381c6c91e,781787,,[],0,0,0,0,0,0,0
930,4,7504b2aee1ecb5b2872d3da381c6c91e,17402605,,[],0,0,0,0,0,0,0
931,3,7504b2aee1ecb5b2872d3da381c6c91e,13262783,,[],0,0,0,0,0,0,0
932,2,7504b2aee1ecb5b2872d3da381c6c91e,24612118,,[],0,0,0,0,0,0,0
933,2,7504b2aee1ecb5b2872d3da381c6c91e,835203,,[],0,0,0,0,0,0,0
934,4,7504b2aee1ecb5b2872d3da381c6c91e,18816603,,[],0,0,0,0,0,0,0
935,4,7504b2aee1ecb5b2872d3da381c6c91e,24120519,,[],0,0,0,0,0,0,0
936,4,7504b2aee1ecb5b2872d3da381c6c91e,22501028,,[],0,0,0,0,0,0,0
937,3,7504b2aee1ecb5b2872d3da381c6c91e,23174274,,[],0,0,0,0,0,0,0
938,3,7504b2aee1ecb5b2872d3da381c6c91e,15790842,,[],0,0,0,0,0,0,0
939,2,7504b2aee1ecb5b2872d3da381c6c91e,24817626,,[],0,0,0,0,0,0,0
940,3,7504b2aee1ecb5b2872d3da381c6c91e,24228353,,[],0,0,0,0,0,0,0
941,4,7504b2aee1ecb5b2872d3da381c6c91e,22328546,,[],0,0,0,0,0,0,0
942,4,7504b2aee1ecb5b2872d3da381c6c91e,21853621,,[],0,0,0,0,0,0,0
943,3,7504b2aee1ecb5b2872d3da381c6c91e,23899174,,[],0,0,0,0,0,0,0
944,3,7504b2aee1ecb5b2872d3da381c6c91e,17802747,,[],0,0,0,0,0,0,0
945,3,7504b2aee1ecb5b2872d3da381c6c91e,25104491,,[],0,0,0,0,0,0,0
946,3,7504b2aee1ecb5b2872d3da381c6c91e,24202275,,[],0,0,0,0,0,0,0
947,2,7504b2aee1ecb5b2872d3da381c6c91e,6185,,[],0,0,0,0,0,0,0
948,4,7504b2aee1ecb5b2872d3da381c6c91e,6469165,,[],0,0,0,0,0,0,0
949,4,7504b2aee1ecb5b2872d3da381c6c91e,17572903,,[],0,0,0,0,0,0,0
950,4,7504b2aee1ecb5b2872d3da381c6c91e,14061957,,[],0,0,0,0,0,0,0
951,4,7504b2aee1ecb5b2872d3da381c6c91e,22557272,,[],0,0,0,0,0,0,0
952,4,7504b2aee1ecb5b2872d3da381c6c91e,14061955,,[],0,0,0,0,0,0,0
953,3,7504b2aee1ecb5b2872d3da381c6c91e,10964,,[],0,0,0,0,0,0,0
954,3,7504b2aee1ecb5b2872d3da381c6c91e,18465657,,[],0,0,0,0,0,0,0
955,2,7504b2aee1ecb5b2872d3da381c6c91e,2761356,,[],0,0,0,0,0,0,0
956,4,7504b2aee1ecb5b2872d3da381c6c91e,21936809,,[],0,0,0,0,0,0,0
957,3,7504b2aee1ecb5b2872d3da381c6c91e,17851885,,[],0,0,0,0,0,0,0
958,3,7504b2aee1ecb5b2872d3da381c6c91e,16143347,,[],0,0,0,0,0,0,0
959,5,7504b2aee1ecb5b2872d3da381c6c91e,11100431,16022532,"['Fantasy', 'Audiobook', 'Fiction', 'Epic Fantasy', 'Adventure', 'High Fantasy', 'Magic']",0,0,0,1,1,0,0
960,4,7504b2aee1ecb5b2872d3da381c6c91e,5886881,,[],0,0,0,0,0,0,0
961,4,7504b2aee1ecb5b2872d3da381c6c91e,8664353,12946965,"['Nonfiction', 'History', 'Biography', 'Book Club', 'World War II', 'War', 'Historical']",0,1,1,0,0,0,0
962,4,7504b2aee1ecb5b2872d3da381c6c91e,10790277,,[],0,0,0,0,0,0,0
963,3,7504b2aee1ecb5b2872d3da381c6c91e,8537327,,[],0,0,0,0,0,0,0
964,4,7504b2aee1ecb5b2872d3da381c6c91e,16120723,,[],0,0,0,0,0,0,0
965,3,7504b2aee1ecb5b2872d3da381c6c91e,4671,,[],0,0,0,0,0,0,0
966,5,7504b2aee1ecb5b2872d3da381c6c91e,23302416,,[],0,0,0,0,0,0,0
967,3,7504b2aee1ecb5b2872d3da381c6c91e,13324841,,[],0,0,0,0,0,0,0
968,3,7504b2aee1ecb5b2872d3da381c6c91e,12930,,[],0,0,0,0,0,0,0
969,2,7504b2aee1ecb5b2872d3da381c6c91e,8683812,13556031,"['Historical Fiction', 'Fiction', 'Book Club', 'Historical', 'Romance', 'France', 'Audiobook']",1,0,0,0,1,0,0
970,4,7504b2aee1ecb5b2872d3da381c6c91e,8690609,,[],0,0,0,0,0,0,0
971,2,7504b2aee1ecb5b2872d3da381c6c91e,18428067,,[],0,0,0,0,0,0,0
972,3,7504b2aee1ecb5b2872d3da381c6c91e,18490,,[],0,0,0,0,0,0,0
973,4,7504b2aee1ecb5b2872d3da381c6c91e,13158800,,[],0,0,0,0,0,0,0
974,4,7504b2aee1ecb5b2872d3da381c6c91e,18143977,,[],0,0,0,0,0,0,0
975,4,7504b2aee1ecb5b2872d3da381c6c91e,19486412,,[],0,0,0,0,0,0,0
976,4,7504b2aee1ecb5b2872d3da381c6c91e,12936,,[],0,0,0,0,0,0,0
977,4,7504b2aee1ecb5b2872d3da381c6c91e,10194157,,[],0,0,0,0,0,0,0
978,4,7504b2aee1ecb5b2872d3da381c6c91e,99561,,[],0,0,0,0,0,0,0
979,4,7504b2aee1ecb5b2872d3da381c6c91e,18079776,,[],0,0,0,0,0,0,0
980,4,7504b2aee1ecb5b2872d3da381c6c91e,10790290,,[],0,0,0,0,0,0,0
981,4,7504b2aee1ecb5b2872d3da381c6c91e,3636,,[],0,0,0,0,0,0,0
982,3,7504b2aee1ecb5b2872d3da381c6c91e,17333223,,[],0,0,0,0,0,0,0
983,4,7504b2aee1ecb5b2872d3da381c6c91e,13642950,,[],0,0,0,0,0,0,0
984,4,7504b2aee1ecb5b2872d3da381c6c91e,10644930,,[],0,0,0,0,0,0,0
985,2,7504b2aee1ecb5b2872d3da381c6c91e,11,,[],0,0,0,0,0,0,0
986,2,7504b2aee1ecb5b2872d3da381c6c91e,15811545,,[],0,0,0,0,0,0,0
987,4,7504b2aee1ecb5b2872d3da381c6c91e,15507958,,[],0,0,0,0,0,0,0
988,4,7504b2aee1ecb5b2872d3da381c6c91e,386187,,[],0,0,0,0,0,0,0
989,4,7504b2aee1ecb5b2872d3da381c6c91e,14891,,[],0,0,0,0,0,0,0
990,3,7504b2aee1ecb5b2872d3da381c6c91e,16054217,,[],0,0,0,0,0,0,0
991,2,7504b2aee1ecb5b2872d3da381c6c91e,14201,,[],0,0,0,0,0,0,0
992,3,7504b2aee1ecb5b2872d3da381c6c91e,19359079,,[],0,0,0,0,0,0,0
993,4,7504b2aee1ecb5b2872d3da381c6c91e,6521868,,[],0,0,0,0,0,0,0
994,0,7504b2aee1ecb5b2872d3da381c6c91e,10210,,[],0,0,0,0,0,0,0
995,3,7504b2aee1ecb5b2872d3da381c6c91e,16171291,,[],0,0,0,0,0,0,0
996,4,7504b2aee1ecb5b2872d3da381c6c91e,2728527,,[],0,0,0,0,0,0,0
997,2,7504b2aee1ecb5b2872d3da381c6c91e,15783514,,[],0,0,0,0,0,0,0
998,3,7504b2aee1ecb5b2872d3da381c6c91e,18626858,,[],0,0,0,0,0,0,0
999,4,7504b2aee1ecb5b2872d3da381c6c91e,18626829,,[],0,0,0,0,0,0,0
1000,4,7504b2aee1ecb5b2872d3da381c6c91e,6584437,,[],0,0,0,0,0,0,0
1001,4,7504b2aee1ecb5b2872d3da381c6c91e,6307964,,[],0,0,0,0,0,0,0
1002,4,7504b2aee1ecb5b2872d3da381c6c91e,18626828,,[],0,0,0,0,0,0,0
1003,3,7504b2aee1ecb5b2872d3da381c6c91e,11224842,,[],0,0,0,0,0,0,0
1004,4,7504b2aee1ecb5b2872d3da381c6c91e,6690798,,[],0,0,0,0,0,0,0
1005,4,7504b2aee1ecb5b2872d3da381c6c91e,17855756,,[],0,0,0,0,0,0,0
1006,2,7504b2aee1ecb5b2872d3da381c6c91e,9156793,,[],0,0,0,0,0,0,0
1007,3,7504b2aee1ecb5b2872d3da381c6c91e,17306293,,[],0,0,0,0,0,0,0
1008,4,7504b2aee1ecb5b2872d3da381c6c91e,2213661,,[],0,0,0,0,0,0,0
1009,3,7504b2aee1ecb5b2872d3da381c6c91e,7864437,,[],0,0,0,0,0,0,0
1010,4,7504b2aee1ecb5b2872d3da381c6c91e,13453029,,[],0,0,0,0,0,0,0
1011,4,7504b2aee1ecb5b2872d3da381c6c91e,7631105,,[],0,0,0,0,0,0,0
1012,4,7504b2aee1ecb5b2872d3da381c6c91e,2914097,,[],0,0,0,0,0,0,0
1013,3,7504b2aee1ecb5b2872d3da381c6c91e,18710853,,[],0,0,0,0,0,0,0
1014,4,7504b2aee1ecb5b2872d3da381c6c91e,33512,,[],0,0,0,0,0,0,0
1015,4,7504b2aee1ecb5b2872d3da381c6c91e,6186357,,[],0,0,0,0,0,0,0
1016,3,7504b2aee1ecb5b2872d3da381c6c91e,18819296,,[],0,0,0,0,0,0,0
1017,4,7504b2aee1ecb5b2872d3da381c6c91e,17802724,,[],0,0,0,0,0,0,0
1018,4,7504b2aee1ecb5b2872d3da381c6c91e,16181775,,[],0,0,0,0,0,0,0
1019,3,7504b2aee1ecb5b2872d3da381c6c91e,15776904,,[],0,0,0,0,0,0,0
1020,2,7504b2aee1ecb5b2872d3da381c6c91e,21996,,[],0,0,0,0,0,0,0
1021,4,7504b2aee1ecb5b2872d3da381c6c91e,12396528,,[],0,0,0,0,0,0,0
1022,4,7504b2aee1ecb5b2872d3da381c6c91e,15818107,,[],0,0,0,0,0,0,0
1023,5,7504b2aee1ecb5b2872d3da381c6c91e,11870085,,[],0,0,0,0,0,0,0
1024,3,7504b2aee1ecb5b2872d3da381c6c91e,9361589,,[],0,0,0,0,0,0,0
1025,3,7504b2aee1ecb5b2872d3da381c6c91e,18710190,,[],0,0,0,0,0,0,0
1026,4,7504b2aee1ecb5b2872d3da381c6c91e,11735983,,[],0,0,0,0,0,0,0
1027,4,7504b2aee1ecb5b2872d3da381c6c91e,13335037,,[],0,0,0,0,0,0,0
1028,3,7504b2aee1ecb5b2872d3da381c6c91e,7604,,[],0,0,0,0,0,0,0
1029,3,7504b2aee1ecb5b2872d3da381c6c91e,199636,,[],0,0,0,0,0,0,0
1030,4,7504b2aee1ecb5b2872d3da381c6c91e,6837103,,[],0,0,0,0,0,0,0
1031,2,7504b2aee1ecb5b2872d3da381c6c91e,9712,,[],0,0,0,0,0,0,0
1032,2,7504b2aee1ecb5b2872d3da381c6c91e,13438524,,[],0,0,0,0,0,0,0
1033,2,7504b2aee1ecb5b2872d3da381c6c91e,10776592,,[],0,0,0,0,0,0,0
1034,3,7504b2aee1ecb5b2872d3da381c6c91e,256683,,[],0,0,0,0,0,0,0
1035,4,7504b2aee1ecb5b2872d3da381c6c91e,11559200,,[],0,0,0,0,0,0,0
1036,4,7504b2aee1ecb5b2872d3da381c6c91e,19063,,[],0,0,0,0,0,0,0
1037,4,7504b2aee1ecb5b2872d3da381c6c91e,17212231,,[],0,0,0,0,0,0,0
1038,4,7504b2aee1ecb5b2872d3da381c6c91e,8667848,,[],0,0,0,0,0,0,0
1039,3,7504b2aee1ecb5b2872d3da381c6c91e,769927,,[],0,0,0,0,0,0,0
1040,4,7504b2aee1ecb5b2872d3da381c6c91e,6218281,,[],0,0,0,0,0,0,0
1041,1,7504b2aee1ecb5b2872d3da381c6c91e,71979,,[],0,0,0,0,0,0,0
1042,3,7504b2aee1ecb5b2872d3da381c6c91e,13130847,,[],0,0,0,0,0,0,0
1043,3,7504b2aee1ecb5b2872d3da381c6c91e,7315153,,[],0,0,0,0,0,0,0
1044,4,7504b2aee1ecb5b2872d3da381c6c91e,22628,,[],0,0,0,0,0,0,0
1045,5,7504b2aee1ecb5b2872d3da381c6c91e,8442457,,[],0,0,0,0,0,0,0
1046,3,7504b2aee1ecb5b2872d3da381c6c91e,6115138,,[],0,0,0,0,0,0,0
1047,4,7504b2aee1ecb5b2872d3da381c6c91e,16793,,[],0,0,0,0,0,0,0
1048,2,7504b2aee1ecb5b2872d3da381c6c91e,13497818,,[],0,0,0,0,0,0,0
1049,4,7504b2aee1ecb5b2872d3da381c6c91e,6493208,,[],0,0,0,0,0,0,0
